id_competencia;nombre;fecha_inicio;fecha_fin;lugar
400869069;Something Tournament;2023-12-21;2025-07-07;Martintown
885209197;Answer Tournament;2023-12-24;2025-06-27;New Benjamin
977233910;Enjoy Tournament;2024-10-12;2025-03-05;Brandyside
239084498;Note Tournament;2024-02-25;2025-02-27;North Lisaton
502549299;Man Tournament;2024-08-25;2025-01-15;Port Seanfurt
186725614;Report Tournament;2024-06-29;2025-05-02;New Kristin
833738900;Participant Tournament;2024-06-01;2024-12-05;Fergusonshire
764439526;Force Tournament;2024-11-18;2025-02-28;North Marioburgh
565683983;Black Tournament;2024-11-21;2025-09-07;South Michael
613569960;Relate Tournament;2024-01-08;2025-06-13;Madisonville
321065940;There Tournament;2024-07-05;2025-03-07;Port Teresa
768043850;Physical Tournament;2023-12-20;2025-02-06;Butlerborough
456435741;Walk Tournament;2024-04-27;2025-10-03;Lopezside
934200996;No Tournament;2024-11-05;2024-12-06;Teresaburgh
307192631;Human Tournament;2024-06-13;2025-10-16;South Paulburgh
793847013;Begin Tournament;2024-09-28;2025-10-01;Cynthiaside
490255253;Talk Tournament;2024-07-03;2024-12-19;North Ivanhaven
58995046;Special Tournament;2024-03-13;2025-05-20;New Thomas
96539537;Affect Tournament;2024-02-02;2025-05-26;West Melinda
379633028;Job Tournament;2024-03-02;2024-12-16;Thompsonburgh
177449697;Science Tournament;2023-12-05;2025-08-16;Hollytown
653533431;Lawyer Tournament;2024-07-16;2024-12-15;East Michael
91969485;Tax Tournament;2024-11-12;2025-03-13;Port Cathy
911546200;Charge Tournament;2024-10-15;2024-12-26;West Colleenfurt
290204417;Mention Tournament;2024-04-20;2024-12-05;New Michael
9420923;Almost Tournament;2024-10-02;2025-08-13;Rogerchester
698144124;Several Tournament;2024-07-04;2025-08-01;Mcconnellport
268283921;After Tournament;2024-10-13;2025-05-26;Scottmouth
222517642;Conference Tournament;2023-12-01;2025-02-17;East Ronaldside
297625912;Ask Tournament;2024-09-27;2024-12-14;East Keith
763812824;Almost Tournament;2023-12-04;2025-09-04;East Anthony
979519843;Relate Tournament;2024-11-06;2025-08-19;West Josephshire
921962312;Heart Tournament;2024-03-23;2024-12-30;Debraland
409554270;Help Tournament;2024-01-29;2025-05-31;North Debra
76515733;Find Tournament;2024-02-20;2025-04-08;Karenside
252604675;More Tournament;2024-11-05;2025-01-27;Youngtown
424213075;Story Tournament;2024-01-11;2025-01-15;Sonyaberg
956966048;Point Tournament;2024-03-20;2025-02-11;Campbellton
79232997;Week Tournament;2024-08-13;2025-03-25;Jessicastad
771305403;Rate Tournament;2024-10-21;2024-12-19;West Robert
901317037;Significant Tournament;2024-04-30;2025-03-06;Mialand
561307492;Hold Tournament;2024-09-11;2025-05-10;West Tracy
193017509;City Tournament;2024-06-09;2025-05-02;East Jenniferview
883997454;Season Tournament;2024-04-30;2025-06-10;Jessicamouth
260844550;Should Tournament;2024-06-08;2025-01-30;Christopherland
861044643;Let Tournament;2024-09-04;2025-07-15;Lake Johnfort
633094317;Relationship Tournament;2024-09-12;2025-11-02;West Chelsea
209707071;Value Tournament;2024-10-27;2024-12-08;North Melissa
459991716;Find Tournament;2023-12-20;2025-03-10;Port Stephanie
394510867;Bag Tournament;2024-03-26;2025-08-01;East Jonathanmouth
59678058;Guy Tournament;2024-01-31;2025-09-26;Johnfurt
219515956;Represent Tournament;2024-08-15;2025-01-03;South William
934758412;Open Tournament;2024-05-23;2025-01-07;East Deborah
209240323;Phone Tournament;2024-07-30;2025-06-26;Tuckerville
209922873;Stop Tournament;2024-04-30;2025-01-03;New Patriciaside
274569592;Person Tournament;2024-09-15;2024-11-24;New Katherinemouth
818709789;Yes Tournament;2024-04-16;2025-08-12;New Malloryville
510543356;Training Tournament;2024-01-22;2025-03-01;Juliebury
379940384;Fill Tournament;2024-04-19;2025-01-16;Meaganberg
861134546;Serious Tournament;2024-04-20;2025-07-07;Stacychester
577606276;End Tournament;2024-11-04;2025-11-18;East Monica
259445644;Debate Tournament;2024-02-09;2025-07-23;South Ryan
903588830;Article Tournament;2023-12-04;2025-02-26;Lake Josephside
578892496;Plan Tournament;2024-06-15;2025-10-29;Allisonside
488377677;Theory Tournament;2023-12-12;2025-02-23;Port Anthony
154094630;Skin Tournament;2023-12-08;2025-11-06;New Cherylport
248277389;Network Tournament;2024-07-15;2025-10-02;Kendraberg
948036126;Month Tournament;2024-06-10;2025-09-22;Shaneborough
357029519;Save Tournament;2024-02-05;2025-07-09;Lake Deborah
100162168;Office Tournament;2024-10-29;2025-01-20;Lake Jennifer
139203257;Bed Tournament;2024-03-13;2025-01-23;South Deborah
576146015;Back Tournament;2024-05-10;2025-01-23;Lake Scott
88030694;Wait Tournament;2024-05-21;2025-03-24;South Miranda
485990500;Court Tournament;2024-04-26;2025-11-01;Port Tammy
725489785;Assume Tournament;2024-06-11;2025-10-07;Lake John
534360031;Court Tournament;2024-05-17;2025-07-11;East Matthewland
44219479;Case Tournament;2024-02-25;2025-06-11;South Eric
764683667;Someone Tournament;2024-10-13;2025-06-11;Hollystad
666278;Environment Tournament;2023-12-25;2024-11-23;East Ryan
452667734;Reality Tournament;2024-05-04;2025-01-12;Lake Phillipfort
177664096;Kid Tournament;2024-06-17;2025-11-08;Bentleyburgh
733767372;Audience Tournament;2024-04-19;2025-02-24;Jessicabury
282136598;Become Tournament;2024-03-23;2025-06-01;North Erika
928605097;Take Tournament;2024-07-27;2025-06-22;Pricefort
34903451;Decision Tournament;2024-04-10;2025-03-05;New Jordanville
240886640;Forget Tournament;2024-02-08;2025-09-29;Jimenezborough
371802482;Politics Tournament;2024-05-31;2025-06-07;South Cynthiaville
37339070;Measure Tournament;2024-05-11;2025-05-07;Port Rachel
283258746;Different Tournament;2024-02-29;2025-09-30;Bryanburgh
473811232;Speech Tournament;2024-07-20;2025-10-02;East Georgefurt
95404091;Adult Tournament;2024-05-21;2025-06-13;New Jasonfurt
636424319;Agency Tournament;2024-01-07;2025-05-01;New Jeromeburgh
23152323;Heart Tournament;2024-10-08;2025-09-13;Port Jamesville
643241494;Herself Tournament;2024-04-02;2025-03-20;South Alice
827866800;Start Tournament;2024-09-30;2025-09-23;New Cynthiastad
90256192;Certain Tournament;2024-04-19;2025-06-14;Williamstown
838228221;List Tournament;2024-06-29;2025-10-02;South Stephenview
196657670;Court Tournament;2024-01-06;2025-03-15;East Maryfort
489605484;Subject Tournament;2024-02-15;2025-03-13;Burnsfurt
464156614;Even Tournament;2024-05-22;2024-12-08;Nelsonburgh
158837689;This Tournament;2024-06-12;2025-06-16;Lake Daniel
421393989;Collection Tournament;2024-06-03;2025-02-25;Brianaberg
451061800;So Tournament;2024-02-24;2024-12-29;West Chad
554600033;Nice Tournament;2024-05-06;2025-06-27;West Eric
807026131;Foreign Tournament;2024-10-26;2025-06-21;Sandersborough
330703630;Nice Tournament;2024-05-07;2025-03-07;Whiteheadfurt
330002918;Much Tournament;2023-12-24;2025-09-01;South Johnfurt
378596636;Question Tournament;2024-09-04;2025-06-27;Johnsonmouth
713231663;Language Tournament;2024-05-27;2025-01-28;Joshuamouth
540991529;Pretty Tournament;2024-06-19;2025-04-04;Davidhaven
182996567;Watch Tournament;2024-06-21;2025-05-31;North Michaelburgh
419277482;Third Tournament;2024-03-11;2025-10-25;Anthonyville
766774450;Section Tournament;2023-12-12;2025-03-12;West Michaelfurt
397248537;Beat Tournament;2023-12-10;2025-09-16;North Jason
414175649;Ago Tournament;2024-11-01;2025-10-11;Crystalborough
714523801;Law Tournament;2024-10-29;2025-04-29;Kempberg
442479462;Her Tournament;2024-09-27;2025-11-07;Powellland
457189984;My Tournament;2024-07-09;2025-02-24;Emilychester
902417461;Nature Tournament;2024-07-17;2024-12-07;Hernandezborough
389166316;As Tournament;2024-06-21;2025-02-01;East Christina
321353595;Difference Tournament;2024-07-06;2025-11-20;New Michaelfort
280984401;Factor Tournament;2024-04-21;2025-03-12;Port Kimberlytown
421230188;Glass Tournament;2024-03-24;2025-03-15;North James
525650955;Ready Tournament;2024-09-18;2025-07-28;Fletcherstad
916915052;Hospital Tournament;2024-11-16;2025-01-12;Woodhaven
961590224;Central Tournament;2023-12-02;2025-03-30;South Lisa
396142303;When Tournament;2024-07-18;2025-08-18;South Marissa
744493436;Discuss Tournament;2024-11-20;2025-02-22;Williamsonburgh
21922568;And Tournament;2024-07-15;2025-09-23;South Michaelland
846400156;Receive Tournament;2024-07-26;2025-06-04;Griffithburgh
890238440;Eat Tournament;2024-09-26;2025-10-29;Robertchester
719153557;Effort Tournament;2023-12-04;2025-09-17;Maryhaven
966015047;Final Tournament;2024-01-14;2025-10-18;Boylemouth
879248338;Police Tournament;2024-07-30;2025-04-09;Rossside
64993659;Teacher Tournament;2024-04-26;2025-04-29;West Danielle
338730718;Market Tournament;2024-04-27;2025-09-16;Karenport
333469611;Owner Tournament;2024-01-02;2025-02-07;New Tanya
633555625;Only Tournament;2024-04-12;2025-05-12;Hernandezburgh
734678519;Figure Tournament;2024-08-19;2025-06-23;South Bradleyberg
741611942;Bank Tournament;2024-09-15;2025-08-06;Port Kathryn
